Plot,SiteCode,SiteCode_Plot,AcceptedGenus,AcceptedSpecies,NameCheck,Genus_Species_combo,PercentCoverAlive,PercentCoverDead,AbundanceAlive_count,AbundanceDead_count,MeanCanopyDiameter_cm,Clonal,SeasonallyApparent,Name,reflectance
T097,capepoint,capepoint_T097,Edmondia,sesamoides,3437.0,Edmondia sesamoides,0.1875,0.125,12.0,4.0,18.5,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Metalasia,cephalotes,7317.0,Metalasia cephalotes,0.1875,0.0,5.0,0.0,18.33333333333333,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Metalasia,brevifolia,7314.0,Metalasia brevifolia,0.125,0.0,1.0,0.0,15.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Amphithalea,ericifolia,510.0,Amphithalea ericifolia,0.0625,0.0,2.0,0.0,15.0,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Erica,ericoides,3804.0,Erica ericoides,0.0625,0.0,1.0,0.0,30.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Erica,plukenetii,4102.0,Erica plukenetii,0.0625,0.0,2.0,0.0,10.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Lobelia,setacea,6916.0,Lobelia setacea,0.0625,0.0,1.0,0.0,20.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Trichocephalus,stipularis,11200.0,Trichocephalus stipularis,0.0625,0.0,1.0,0.0,25.0,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Protea,cynaroides,9148.0,Protea cynaroides,0.0,0.125,1.0,1.0,40.0,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T098,capepoint,capepoint_T098,Thamnochortus,lucens,10983.0,Thamnochortus lucens,27.5,0.0,75.0,0.0,42.5,yes,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Leucadendron,xanthoconus,6738.0,Leucadendron xanthoconus,23.5,2.25,32.0,13.0,85.0,no,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Protea,lepidocarpodendron,9164.0,Protea lepidocarpodendron,11.75,0.0,24.0,0.0,95.0,no,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Trichocephalus,stipularis,11200.0,Trichocephalus stipularis,6.25,0.0,24.0,0.0,36.66666666666666,yes,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Leucospermum,conocarpodendron,6747.0,Leucospermum conocarpodendron,4.75,0.75,12.0,4.0,50.0,no,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Cliffortia,falcata,2234.0,Cliffortia falcata,3.0,0.0,15.0,0.0,30.0,no,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Metalasia,densa,7321.0,Metalasia densa,3.0,0.0,11.0,0.0,60.0,no,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Elytropappus,scaber,3531.0,Elytropappus scaber,2.0,0.0,2.0,0.0,150.0,no,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Adenandra,villosa,99.0,Adenandra villosa,1.25,0.0,25.0,0.0,20.0,no,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Diosma,oppositifolia,3068.0,Diosma oppositifolia,1.0,0.0,9.0,0.0,30.0,yes,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Montinia,caryophyllacea,7454.0,Montinia caryophyllacea,1.0,0.0,10.0,0.0,20.0,yes,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T098,capepoint,capepoint_T098,Olea,capensis,8005.0,Olea capensis,1.0,0.0,2.0,0.0,100.0,yes,,T079; Adenandra villosa; Restionaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T265,capepoint,capepoint_T265,Leucadendron,coniferum,6669.0,Leucadendron coniferum,81.25,35.0,10.0,7.0,437.5,no,,T093; Helichrysum patulum; Proteaceae,"[[-0.01023117 -0.0102312  -0.01191762 ...  0.1574421   0.1331687
   0.15301512]
 [ 0.1582222   0.17269278  0.17269324 ...  0.30108926  0.2821102
   0.26165962]
 [ 0.29033276  0.28552055  0.30199528 ...  0.13869524  0.1386957
   0.12621307]
 [ 0.15332413  0.13284157  0.13167524 ...  0.19788599  0.21211863
   0.21211909]
 [ 0.2006011   0.20291424  0.18785761 ...  0.12160682  0.12889862
   0.14356709]
 [ 0.14356755  0.13921213  0.13093328 ...  0.20625019  0.16422223
   0.2005806 ]]"
T265,capepoint,capepoint_T265,Searsia,glauca,10126.0,Searsia glauca,11.25,0.0,4.0,0.0,350.0,yes,,T093; Helichrysum patulum; Proteaceae,"[[-0.01023117 -0.0102312  -0.01191762 ...  0.1574421   0.1331687
   0.15301512]
 [ 0.1582222   0.17269278  0.17269324 ...  0.30108926  0.2821102
   0.26165962]
 [ 0.29033276  0.28552055  0.30199528 ...  0.13869524  0.1386957
   0.12621307]
 [ 0.15332413  0.13284157  0.13167524 ...  0.19788599  0.21211863
   0.21211909]
 [ 0.2006011   0.20291424  0.18785761 ...  0.12160682  0.12889862
   0.14356709]
 [ 0.14356755  0.13921213  0.13093328 ...  0.20625019  0.16422223
   0.2005806 ]]"
T265,capepoint,capepoint_T265,Helichrysum,patulum,5470.0,Helichrysum patulum,7.5,0.0,2.0,0.0,300.0,no,,T093; Helichrysum patulum; Proteaceae,"[[-0.01023117 -0.0102312  -0.01191762 ...  0.1574421   0.1331687
   0.15301512]
 [ 0.1582222   0.17269278  0.17269324 ...  0.30108926  0.2821102
   0.26165962]
 [ 0.29033276  0.28552055  0.30199528 ...  0.13869524  0.1386957
   0.12621307]
 [ 0.15332413  0.13284157  0.13167524 ...  0.19788599  0.21211863
   0.21211909]
 [ 0.2006011   0.20291424  0.18785761 ...  0.12160682  0.12889862
   0.14356709]
 [ 0.14356755  0.13921213  0.13093328 ...  0.20625019  0.16422223
   0.2005806 ]]"
T265,capepoint,capepoint_T265,Olea,capensis,8005.0,Olea capensis,3.75,0.0,4.0,0.0,100.0,yes,,T093; Helichrysum patulum; Proteaceae,"[[-0.01023117 -0.0102312  -0.01191762 ...  0.1574421   0.1331687
   0.15301512]
 [ 0.1582222   0.17269278  0.17269324 ...  0.30108926  0.2821102
   0.26165962]
 [ 0.29033276  0.28552055  0.30199528 ...  0.13869524  0.1386957
   0.12621307]
 [ 0.15332413  0.13284157  0.13167524 ...  0.19788599  0.21211863
   0.21211909]
 [ 0.2006011   0.20291424  0.18785761 ...  0.12160682  0.12889862
   0.14356709]
 [ 0.14356755  0.13921213  0.13093328 ...  0.20625019  0.16422223
   0.2005806 ]]"
T266,capepoint,capepoint_T266,Searsia,lucida,10132.0,Searsia lucida,15.75,0.0,13.0,0.0,88.75,yes,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Metalasia,muricata,7338.0,Metalasia muricata,11.25,4.5,22.0,6.0,75.0,no,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Erica,abietina,3616.0,Erica abietina,6.0,3.25,25.0,12.0,73.75,no,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Passerina,corymbosa,8513.0,Passerina corymbosa,4.75,2.5,28.0,12.0,50.0,no,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Restio,capensis,9498.0,Restio capensis,3.5,0.0,38.0,0.0,20.0,yes,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Erica,subcapitata,4205.0,Erica subcapitata,3.3125,0.75,10.0,5.0,40.0,no,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Anthospermum,aethiopicum,654.0,Anthospermum aethiopicum,2.0,0.8125,35.0,9.0,31.25,no,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Cullumia,squarrosa,2708.0,Cullumia squarrosa,1.25,0.0,4.0,0.0,57.5,no,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Ruschia,sarmentosa,9959.0,Ruschia sarmentosa,1.25,0.0,10.0,0.0,50.0,no,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Aspalathus,carnosa,1001.0,Aspalathus carnosa,1.0,0.0,1.0,0.0,80.0,no,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T266,capepoint,capepoint_T266,Stoebe,cinerea,10726.0,Stoebe cinerea,0.75,0.0,1.0,0.0,70.0,no,1.0,T071; Anthospermum aethiopicum; Anacardiaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
